Date,Open,High,Low,Close,Adj Close,Volume
2010-04-21,1.343562,1.344809,1.336398,1.338993,1.338993,0
2010-04-22,1.338849,1.341994,1.326805,1.326999,1.326999,0
2010-04-23,1.326982,1.339998,1.320917,1.338401,1.338401,0
2010-04-26,1.336398,1.341400,1.329593,1.340123,1.340123,0
2010-04-27,1.340375,1.341328,1.314803,1.317072,1.317072,0
2010-04-28,1.317297,1.326594,1.311906,1.321283,1.321283,0
2010-04-29,1.321196,1.327669,1.318548,1.326295,1.326295,0
2010-04-30,1.326594,1.334205,1.322804,1.329805,1.329805,0
2010-05-03,1.332303,1.332694,1.315997,1.319993,1.319993,0
2010-05-04,1.319993,1.321440,1.296395,1.296395,1.296395,0
2010-05-05,1.296798,1.299495,1.279623,1.281493,1.281493,0
2010-05-06,1.281591,1.285463,1.254044,1.263296,1.263296,0
2010-05-07,1.262850,1.279591,1.259224,1.275608,1.275608,0
2010-05-10,1.287896,1.309192,1.276373,1.277923,1.277923,0
2010-05-11,1.277923,1.280098,1.261893,1.262993,1.262993,0
2010-05-12,1.263504,1.273837,1.260843,1.263903,1.263903,0
2010-05-13,1.263600,1.268504,1.251831,1.254107,1.254107,0
2010-05-14,1.253903,1.257703,1.235804,1.236002,1.236002,0
2010-05-17,1.237226,1.241064,1.224605,1.239296,1.239296,0
2010-05-18,1.239127,1.244168,1.216782,1.217893,1.217893,0
2010-05-19,1.218591,1.243302,1.214595,1.239342,1.239342,0
